date,entry_bar,outcome,r_multiple,risk_pips,retrace_pct
2023-07-21,902631,LOSS,-1.0,3.6,105.6
2023-07-21,902649,WIN,2.0,4.7,70.2
2023-07-25,904631,LOSS,-1.0,1.7,111.8
2023-07-25,904638,LOSS,-1.0,1.8,111.1
2023-07-25,904651,WIN,2.597,6.7,76.1
2023-07-27,906752,LOSS,-1.0,1.5,106.7
2023-07-27,906763,LOSS,-1.0,4.7,106.4
2023-07-27,906831,WIN,20.29,3.1,58.1
2023-08-11,921737,LOSS,-1.0,4.1,126.8
2023-08-11,921881,WIN,4.85,4.0,67.5
2023-08-15,924582,LOSS,-1.0,5.1,147.1
2023-08-15,924603,LOSS,-1.0,5.0,106.0
2023-08-15,924632,LOSS,-1.0,3.9,105.1
2023-08-15,924647,LOSS,-1.0,5.4,101.9
2023-08-15,924747,LOSS,-1.0,6.8,130.9
2023-08-15,924809,WIN,9.548,4.2,59.5
2023-08-16,926013,LOSS,-1.0,3.0,100.0
2023-08-16,926050,LOSS,-1.0,4.0,117.5
2023-08-16,926059,LOSS,-1.0,5.8,100.0
2023-08-16,926096,LOSS,-1.0,3.7,121.6
2023-08-16,926123,LOSS,-1.0,6.0,101.7
2023-08-16,926147,LOSS,-1.0,4.3,107.0
2023-08-16,926168,WIN,6.417,4.8,58.3
2023-08-22,931776,LOSS,-1.0,2.6,103.8
2023-08-22,931788,LOSS,-1.0,3.0,126.7
2023-08-22,931824,LOSS,-1.0,1.8,122.2
2023-08-22,931832,LOSS,-1.0,1.7,105.9
2023-08-22,931853,WIN,7.244,4.5,60.0
2023-08-23,933175,LOSS,-1.0,7.8,107.7
2023-08-23,933227,LOSS,-1.0,4.3,181.4
2023-08-23,933258,WIN,0.0,32.4,7.1
2023-08-30,940367,LOSS,-1.0,1.4,192.9
2023-08-30,940372,WIN,2.903,3.1,90.3
2023-09-06,947480,LOSS,-1.0,2.9,124.1
2023-09-06,947494,LOSS,-1.0,4.5,291.1
2023-09-06,947562,LOSS,-1.0,3.1,119.4
2023-09-06,947722,LOSS,-1.0,1.9,131.6
2023-09-06,947759,LOSS,-1.0,4.4,175.0
2023-09-06,947785,LOSS,-1.0,2.4,129.2
2023-09-06,947790,LOSS,-1.0,3.1,103.2
2023-09-06,947808,LOSS,-1.0,3.8,107.9
2023-09-06,947825,LOSS,-1.0,3.0,123.3
2023-09-06,947836,WIN,9.133,3.0,33.3
2023-09-22,964696,LOSS,-1.0,2.2,159.1
2023-09-22,964706,WIN,0.0,51.2,9.0
2023-09-27,968924,LOSS,-1.0,4.6,100.0
2023-09-27,968952,WIN,3.425,4.0,25.0
2023-10-12,984657,LOSS,-1.0,6.2,101.6
2023-10-12,984697,WIN,2.536,5.6,37.5
2023-10-13,986087,LOSS,-1.0,2.8,100.0
2023-10-13,986094,WIN,1.235,5.1,68.6
2023-10-27,1000491,LOSS,-1.0,3.5,120.0
2023-10-27,1000506,WIN,0.923,2.6,34.6
2023-10-30,1001950,WIN,0.452,6.2,74.2
2023-10-31,1003435,LOSS,-1.0,4.8,143.8
2023-10-31,1003462,LOSS,-1.0,3.2,100.0
2023-10-31,1003502,LOSS,-1.0,3.0,230.0
2023-10-31,1003562,WIN,2.88,21.7,71.9
2023-11-02,1006292,WIN,2.886,3.5,37.1
2023-11-13,1016263,LOSS,-1.0,2.9,144.8
2023-11-13,1016271,LOSS,-1.0,3.5,105.7
2023-11-13,1016290,LOSS,-1.0,2.2,250.0
2023-11-13,1016400,WIN,2.5,5.6,80.4
2023-11-23,1027730,LOSS,-1.0,3.7,113.5
2023-11-23,1027761,LOSS,-1.0,3.0,120.0
2023-11-23,1027791,LOSS,-1.0,6.8,300.0
2023-11-23,1027821,WIN,3.058,10.3,48.5
2023-11-27,1030581,WIN,5.891,4.6,58.7
2023-12-28,1062529,LOSS,-1.0,1.3,207.7
2023-12-28,1062547,LOSS,-1.0,2.6,100.0
2023-12-28,1062555,WIN,0.837,4.9,79.6
2024-01-03,1066829,LOSS,-1.0,3.5,111.4
2024-01-03,1066856,LOSS,-1.0,4.5,117.8
2024-01-03,1066866,LOSS,-1.0,4.2,100.0
2024-01-03,1066876,WIN,6.148,2.7,59.3
2024-01-18,1082331,WIN,0.0,6.6,24.2
2024-01-23,1086599,LOSS,-1.0,1.8,116.7
2024-01-23,1086607,LOSS,-1.0,2.9,117.2
2024-01-23,1086639,LOSS,-1.0,4.5,131.1
2024-01-23,1086648,LOSS,-1.0,3.7,124.3
2024-01-23,1086652,WIN,9.581,3.1,51.6
2024-01-25,1089489,LOSS,-1.0,4.9,106.1
2024-01-25,1089543,LOSS,-1.0,6.1,100.0
2024-01-25,1089571,LOSS,-1.0,3.0,106.7
2024-01-25,1089585,LOSS,-1.0,3.1,122.6
2024-01-25,1089600,LOSS,-1.0,2.7,144.4
2024-01-25,1089612,LOSS,-1.0,2.9,127.6
2024-01-25,1089630,LOSS,-1.0,3.8,102.6
2024-01-25,1089646,LOSS,-1.0,2.0,160.0
2024-01-25,1089661,LOSS,-1.0,2.8,225.0
2024-01-25,1089841,LOSS,-1.0,7.5,136.0
2024-01-25,1089866,LOSS,-1.0,5.8,106.9
2024-01-25,1089878,WIN,0.837,9.8,21.4
2024-02-02,1098111,LOSS,-1.0,4.8,102.1
2024-02-02,1098123,LOSS,-1.0,2.2,100.0
2024-02-02,1098134,LOSS,-1.0,5.1,100.0
2024-02-02,1098145,LOSS,-1.0,3.1,161.3
2024-02-02,1098161,LOSS,-1.0,4.6,123.9
2024-02-02,1098230,LOSS,-1.0,0.7,342.9
2024-02-02,1098237,LOSS,-1.0,3.0,103.3
2024-02-02,1098247,WIN,10.87,2.3,43.5
2024-02-05,1099569,LOSS,-1.0,2.3,100.0
2024-02-05,1099589,LOSS,-1.0,4.3,114.0
2024-02-05,1099601,WIN,1.105,7.6,31.6
2024-02-06,1100980,WIN,7.0,2.6,42.3
2024-02-07,1102420,LOSS,-1.0,2.8,125.0
2024-02-07,1102426,LOSS,-1.0,3.9,105.1
2024-02-07,1102455,LOSS,-1.0,3.7,110.8
2024-02-07,1102670,LOSS,-1.0,2.0,100.0
2024-02-07,1102686,LOSS,-1.0,1.7,211.8
2024-02-07,1102694,LOSS,-1.0,3.3,121.2
2024-02-07,1102706,LOSS,-1.0,3.1,125.8
2024-02-07,1102766,LOSS,-1.0,1.8,150.0
2024-02-07,1102770,LOSS,-1.0,2.8,139.3
2024-02-07,1102774,LOSS,-1.0,3.3,157.6
2024-02-07,1102780,LOSS,-1.0,0.3,366.7
2024-02-07,1102790,WIN,7.321,2.8,96.4
2024-02-08,1103859,WIN,2.237,3.8,94.7
2024-02-09,1105290,LOSS,-1.0,2.3,126.1
2024-02-09,1105307,LOSS,-1.0,2.5,112.0
2024-02-09,1105319,LOSS,-1.0,2.5,140.0
2024-02-09,1105335,LOSS,-1.0,5.6,100.0
2024-02-09,1105365,WIN,1.406,6.4,60.9
2024-02-13,1108149,LOSS,-1.0,2.9,103.4
2024-02-13,1108161,WIN,4.152,3.3,36.4
2024-02-16,1112482,LOSS,-1.0,3.0,103.3
2024-02-16,1112497,LOSS,-1.0,6.4,110.9
2024-02-16,1112568,LOSS,-1.0,2.6,111.5
2024-02-16,1112579,LOSS,-1.0,2.1,100.0
2024-02-16,1112594,LOSS,-1.0,2.2,100.0
2024-02-16,1112609,LOSS,-1.0,3.8,105.3
2024-02-16,1112703,LOSS,-1.0,1.6,162.5
2024-02-16,1112718,LOSS,-1.0,1.4,100.0
2024-02-16,1112734,LOSS,-1.0,2.2,118.2
2024-02-16,1112740,LOSS,-1.0,1.7,117.6
2024-02-16,1112744,LOSS,-1.0,2.9,100.0
2024-02-16,1112769,LOSS,-1.0,2.0,110.0
2024-02-16,1112773,LOSS,-1.0,1.8,105.6
2024-02-16,1112778,LOSS,-1.0,2.7,100.0
2024-02-16,1112841,WIN,0.0,22.2,21.6
2024-02-19,1113909,LOSS,-1.0,1.5,160.0
2024-02-19,1113913,WIN,4.034,2.9,75.9
2024-02-27,1122514,LOSS,-1.0,3.2,118.7
2024-02-27,1122593,WIN,3.571,4.2,45.2
2024-03-04,1128238,LOSS,-1.0,1.5,126.7
2024-03-04,1128280,LOSS,-1.0,3.0,103.3
2024-03-04,1128293,LOSS,-1.0,2.1,100.0
2024-03-04,1128330,LOSS,-1.0,4.8,129.2
2024-03-04,1128341,LOSS,-1.0,2.4,108.3
2024-03-04,1128362,LOSS,-1.0,4.2,109.5
2024-03-04,1128397,LOSS,-1.0,2.2,100.0
2024-03-04,1128431,LOSS,-1.0,2.1,109.5
2024-03-04,1128470,LOSS,-1.0,2.1,123.8
2024-03-04,1128496,LOSS,-1.0,2.3,117.4
2024-03-04,1128513,LOSS,-1.0,2.2,100.0
2024-03-04,1128529,LOSS,-1.0,2.6,107.7
2024-03-04,1128703,LOSS,-1.0,3.0,120.0
2024-03-04,1128727,LOSS,-1.0,2.8,110.7
2024-03-04,1128781,OPEN,0.0,3.7,27.0
2024-03-11,1135493,LOSS,-1.0,2.2,150.0
2024-03-11,1135549,WIN,0.609,6.9,59.4
2024-03-12,1136903,LOSS,-1.0,1.8,127.8
2024-03-12,1136907,LOSS,-1.0,2.5,104.0
2024-03-12,1136932,WIN,2.405,3.7,43.2
2024-03-13,1138343,WIN,1.742,3.1,35.5
2024-03-18,1142631,LOSS,-1.0,2.3,108.7
2024-03-18,1142637,LOSS,-1.0,1.2,175.0
2024-03-18,1142650,LOSS,-1.0,1.7,111.8
2024-03-18,1142656,LOSS,-1.0,1.3,130.8
2024-03-18,1142660,LOSS,-1.0,1.9,100.0
2024-03-18,1142707,LOSS,-1.0,2.1,138.1
2024-03-18,1142738,LOSS,-1.0,4.3,104.7
2024-03-18,1142791,LOSS,-1.0,2.7,103.7
2024-03-18,1142834,LOSS,-1.0,3.1,141.9
2024-03-18,1142861,LOSS,-1.0,2.9,120.7
2024-03-18,1142876,LOSS,-1.0,2.0,100.0
2024-03-18,1142891,LOSS,-1.0,1.1,109.1
2024-03-18,1142900,LOSS,-1.0,1.7,100.0
2024-03-18,1142910,WIN,9.545,2.2,45.5
2024-03-21,1146931,WIN,3.364,2.2,45.5
2024-03-26,1151226,LOSS,-1.0,4.8,110.4
2024-03-26,1151368,LOSS,-1.0,5.1,109.8
2024-03-26,1151395,LOSS,-1.0,2.3,108.7
2024-03-26,1151406,LOSS,-1.0,1.7,100.0
2024-03-26,1151426,WIN,7.812,3.2,31.2
2024-03-27,1152654,LOSS,-1.0,2.9,100.0
2024-03-27,1152662,LOSS,-1.0,4.8,116.7
2024-03-27,1152782,WIN,3.205,4.4,34.1
2024-04-15,1171139,LOSS,-1.0,3.2,118.7
2024-04-15,1171157,LOSS,-1.0,4.5,115.6
2024-04-15,1171173,LOSS,-1.0,3.7,113.5
2024-04-15,1171338,LOSS,-1.0,2.9,103.4
2024-04-15,1171370,LOSS,-1.0,2.2,122.7
2024-04-15,1171397,LOSS,-1.0,2.7,137.0
2024-04-15,1171457,WIN,3.906,5.3,56.6
2024-04-18,1175478,LOSS,-1.0,2.3,100.0
2024-04-18,1175492,WIN,4.907,4.3,62.8
2024-04-25,1182649,LOSS,-1.0,3.0,143.3
2024-04-25,1182661,LOSS,-1.0,2.1,119.0
2024-04-25,1182738,LOSS,-1.0,2.4,104.2
2024-04-25,1182764,LOSS,-1.0,2.3,108.7
2024-04-25,1182773,LOSS,-1.0,2.6,103.8
2024-04-25,1182794,LOSS,-1.0,2.7,118.5
2024-04-25,1182833,LOSS,-1.0,2.6,107.7
2024-04-25,1182851,LOSS,-1.0,2.2,104.5
2024-04-25,1182869,LOSS,-1.0,4.2,100.0
2024-04-25,1182933,LOSS,-1.0,3.4,408.8
2024-04-25,1182994,WIN,0.432,14.6,22.6
2024-04-26,1184052,LOSS,-1.0,1.8,155.6
2024-04-26,1184073,LOSS,-1.0,3.3,197.0
2024-04-26,1184086,LOSS,-1.0,1.0,100.0
2024-04-26,1184103,LOSS,-1.0,4.0,200.0
2024-04-26,1184175,LOSS,-1.0,3.7,151.4
2024-04-26,1184200,WIN,5.955,4.4,59.1
2024-04-29,1185476,WIN,2.965,5.7,42.1
2024-05-02,1189787,LOSS,-1.0,3.0,133.3
2024-05-02,1189799,LOSS,-1.0,3.5,128.6
2024-05-02,1189869,WIN,4.3,4.0,42.5
2024-05-10,1198349,WIN,1.886,3.5,28.6
2024-05-20,1206894,LOSS,-1.0,2.2,163.6
2024-05-20,1206901,LOSS,-1.0,2.7,100.0
2024-05-20,1206925,WIN,3.559,3.4,70.6
2024-05-21,1208339,LOSS,-1.0,1.7,123.5
2024-05-21,1208350,LOSS,-1.0,2.6,100.0
2024-05-21,1208357,LOSS,-1.0,2.9,106.9
2024-05-21,1208385,LOSS,-1.0,4.6,121.7
2024-05-21,1208401,LOSS,-1.0,1.9,147.4
2024-05-21,1208413,LOSS,-1.0,1.4,142.9
2024-05-21,1208428,LOSS,-1.0,3.5,122.9
2024-05-21,1208500,LOSS,-1.0,3.9,102.6
2024-05-21,1208517,LOSS,-1.0,2.9,106.9
2024-05-21,1208530,WIN,8.154,2.6,46.2
2024-05-28,1215451,LOSS,-1.0,2.3,100.0
2024-05-28,1215460,LOSS,-1.0,2.5,120.0
2024-05-28,1215529,LOSS,-1.0,1.8,138.9
2024-05-28,1215538,LOSS,-1.0,2.1,104.8
2024-05-28,1215548,LOSS,-1.0,3.0,150.0
2024-05-28,1215560,LOSS,-1.0,4.0,110.0
2024-05-28,1215688,LOSS,-1.0,2.4,116.7
2024-05-28,1215709,LOSS,-1.0,2.1,204.8
2024-05-28,1215749,LOSS,-1.0,3.9,100.0
2024-05-28,1215769,LOSS,-1.0,1.2,100.0
2024-05-28,1215776,LOSS,-1.0,1.5,113.3
2024-05-28,1215780,WIN,14.056,1.8,72.2
2024-06-11,1229752,LOSS,-1.0,2.6,111.5
2024-06-11,1229762,LOSS,-1.0,2.0,100.0
2024-06-11,1229786,WIN,3.667,1.8,88.9
2024-07-01,1249729,WIN,8.878,4.1,80.5
2024-07-05,1255390,LOSS,-1.0,1.6,112.5
2024-07-05,1255426,LOSS,-1.0,2.5,116.0
2024-07-05,1255439,LOSS,-1.0,2.3,165.2
2024-07-05,1255461,LOSS,-1.0,1.6,131.2
2024-07-05,1255530,LOSS,-1.0,3.9,105.1
2024-07-05,1255547,LOSS,-1.0,2.2,113.6
2024-07-05,1255564,LOSS,-1.0,2.8,100.0
2024-07-05,1255608,LOSS,-1.0,3.4,347.1
2024-07-05,1255742,OPEN,0.0,19.3,57.5
2024-07-24,1273948,LOSS,-1.0,4.6,143.5
2024-07-24,1274016,WIN,0.921,6.3,15.9
2024-07-30,1279700,LOSS,-1.0,3.1,103.2
2024-07-30,1279747,LOSS,-1.0,2.9,117.2
2024-07-30,1279800,LOSS,-1.0,3.6,108.3
2024-07-30,1279825,LOSS,-1.0,1.6,106.2
2024-07-30,1279881,LOSS,-1.0,2.1,123.8
2024-07-30,1279893,LOSS,-1.0,2.1,104.8
2024-07-30,1279904,LOSS,-1.0,4.3,104.7
2024-07-30,1279922,LOSS,-1.0,2.1,100.0
2024-07-30,1279936,LOSS,-1.0,1.4,107.1
2024-07-30,1279942,WIN,7.75,2.4,95.8
2024-08-08,1289748,LOSS,-1.0,2.1,200.0
2024-08-08,1289759,LOSS,-1.0,4.9,102.0
2024-08-08,1289806,WIN,4.143,4.2,81.0
2024-08-09,1291199,LOSS,-1.0,1.5,220.0
2024-08-09,1291215,LOSS,-1.0,2.7,103.7
2024-08-09,1291246,WIN,3.889,3.6,66.7
2024-08-15,1296921,LOSS,-1.0,2.8,107.1
2024-08-15,1296936,LOSS,-1.0,4.1,112.2
2024-08-15,1296972,LOSS,-1.0,3.6,116.7
2024-08-15,1296993,LOSS,-1.0,3.0,113.3
2024-08-15,1297022,LOSS,-1.0,1.5,100.0
2024-08-15,1297039,LOSS,-1.0,3.1,112.9
2024-08-15,1297108,LOSS,-1.0,3.2,100.0
2024-08-15,1297117,LOSS,-1.0,4.1,102.4
2024-08-15,1297153,LOSS,-1.0,1.1,127.3
2024-08-15,1297166,LOSS,-1.0,2.3,104.3
2024-08-15,1297271,LOSS,-1.0,3.7,108.1
2024-08-15,1297286,WIN,3.417,2.4,66.7
2024-08-23,1305573,LOSS,-1.0,3.1,141.9
2024-08-23,1305584,LOSS,-1.0,3.0,116.7
2024-08-23,1305637,LOSS,-1.0,4.7,102.1
2024-08-23,1305669,LOSS,-1.0,2.5,108.0
2024-08-23,1305686,LOSS,-1.0,2.0,100.0
2024-08-23,1305723,WIN,5.842,1.9,94.7
2024-08-27,1308409,LOSS,-1.0,6.4,104.7
2024-08-27,1308469,LOSS,-1.0,3.9,115.4
2024-08-27,1308536,LOSS,-1.0,3.2,106.3
2024-08-27,1308582,WIN,2.237,5.9,40.7
2024-08-30,1312745,LOSS,-1.0,5.6,103.6
2024-08-30,1312774,LOSS,-1.0,4.7,108.5
2024-08-30,1312782,LOSS,-1.0,2.8,100.0
2024-08-30,1312808,LOSS,-1.0,1.1,127.3
2024-08-30,1312834,WIN,6.667,3.3,36.4
2024-09-04,1316954,LOSS,-1.0,2.6,130.8
2024-09-04,1316979,LOSS,-1.0,2.1,147.6
2024-09-04,1316985,LOSS,-1.0,4.3,114.0
2024-09-04,1317029,LOSS,-1.0,2.6,130.8
2024-09-04,1317040,WIN,4.5,2.8,67.9
2024-09-06,1319825,LOSS,-1.0,2.0,100.0
2024-09-06,1319830,LOSS,-1.0,1.5,106.7
2024-09-06,1319838,LOSS,-1.0,2.1,100.0
2024-09-06,1319854,LOSS,-1.0,2.1,100.0
2024-09-06,1319873,WIN,3.64,2.5,96.0
2024-09-10,1322675,LOSS,-1.0,3.0,103.3
2024-09-10,1322718,LOSS,-1.0,2.9,113.8
2024-09-10,1322744,LOSS,-1.0,1.8,144.4
2024-09-10,1322757,LOSS,-1.0,1.5,113.3
2024-09-10,1322784,WIN,6.667,2.1,71.4
2024-09-11,1324125,LOSS,-1.0,2.8,110.7
2024-09-11,1324176,LOSS,-1.0,4.1,100.0
2024-09-11,1324195,LOSS,-1.0,4.5,100.0
2024-09-11,1324202,LOSS,-1.0,4.1,100.0
2024-09-11,1324423,LOSS,-1.0,3.1,100.0
2024-09-11,1324438,WIN,15.818,2.2,54.5
2024-09-12,1325547,LOSS,-1.0,1.7,117.6
2024-09-12,1325573,WIN,1.841,6.3,44.4
2024-09-17,1329881,LOSS,-1.0,2.5,120.0
2024-09-17,1329906,WIN,0.0,5.2,63.5
2024-09-20,1334162,LOSS,-1.0,2.5,100.0
2024-09-20,1334197,LOSS,-1.0,6.4,120.3
2024-09-20,1334222,WIN,3.491,5.5,32.7
2024-09-26,1339892,LOSS,-1.0,2.4,100.0
2024-09-26,1339916,LOSS,-1.0,2.3,108.7
2024-09-26,1339921,LOSS,-1.0,0.7,228.6
2024-09-26,1339931,LOSS,-1.0,4.0,110.0
2024-09-26,1339951,LOSS,-1.0,3.0,116.7
2024-09-26,1339962,WIN,5.707,4.1,39.0
2024-10-08,1351374,LOSS,-1.0,5.0,106.0
2024-10-08,1351420,LOSS,-1.0,2.5,100.0
2024-10-08,1351426,LOSS,-1.0,3.1,122.6
2024-10-08,1351481,LOSS,-1.0,3.4,120.6
2024-10-08,1351491,LOSS,-1.0,3.2,100.0
2024-10-08,1351496,WIN,4.205,4.4,81.8
2024-10-11,1355750,LOSS,-1.0,9.1,104.4
2024-10-11,1355799,LOSS,-1.0,4.4,102.3
2024-10-11,1355823,LOSS,-1.0,3.5,114.3
2024-10-11,1355834,WIN,3.585,5.3,64.2
2024-10-14,1357115,LOSS,-1.0,2.5,104.0
2024-10-14,1357204,LOSS,-1.0,1.2,175.0
2024-10-14,1357232,LOSS,-1.0,3.4,123.5
2024-10-14,1357302,LOSS,-1.0,1.4,100.0
2024-10-14,1357310,WIN,6.571,2.8,32.1
2024-10-22,1365739,LOSS,-1.0,3.0,106.7
2024-10-22,1365754,LOSS,-1.0,1.8,133.3
2024-10-22,1365770,LOSS,-1.0,3.5,102.9
2024-10-22,1365791,LOSS,-1.0,2.2,122.7
2024-10-22,1365808,WIN,3.66,5.0,90.0
2024-10-24,1368590,WIN,2.086,3.5,62.9
2024-10-30,1374403,LOSS,-1.0,6.2,100.0
2024-10-30,1374413,LOSS,-1.0,4.5,122.2
2024-10-30,1374437,LOSS,-1.0,3.4,335.3
2024-10-30,1374451,WIN,3.327,10.7,22.4
2024-11-15,1391524,LOSS,-1.0,5.4,125.9
2024-11-15,1391538,LOSS,-1.0,3.3,160.6
2024-11-15,1391561,LOSS,-1.0,8.5,111.8
2024-11-15,1391634,LOSS,-1.0,3.0,100.0
2024-11-15,1391654,LOSS,-1.0,4.1,104.9
2024-11-15,1391792,LOSS,-1.0,2.2,154.5
2024-11-15,1391799,LOSS,-1.0,3.0,103.3
2024-11-15,1391810,LOSS,-1.0,3.0,200.0
2024-11-15,1391890,LOSS,-1.0,5.3,100.0
2024-11-15,1391908,WIN,0.846,31.8,70.1
2024-11-29,1405892,LOSS,-1.0,2.7,166.7
2024-11-29,1405926,LOSS,-1.0,5.8,122.4
2024-11-29,1405944,WIN,5.255,4.7,19.1
2024-12-06,1413158,LOSS,-1.0,7.5,326.7
2024-12-06,1413481,WIN,5.323,9.3,31.2
2024-12-10,1415961,WIN,3.696,4.6,58.7
2024-12-18,1424541,LOSS,-1.0,5.1,100.0
2024-12-18,1424551,WIN,2.756,4.5,93.3
2024-12-19,1425994,LOSS,-1.0,11.3,105.3
2024-12-19,1426109,LOSS,-1.0,4.4,106.8
2024-12-19,1426128,LOSS,-1.0,2.5,152.0
2024-12-19,1426142,WIN,6.42,6.9,18.8
2024-12-31,1436429,LOSS,-1.0,5.6,139.3
2024-12-31,1436478,WIN,4.538,3.9,92.3
2025-01-07,1442084,LOSS,-1.0,3.2,218.7
2025-01-07,1442100,LOSS,-1.0,7.6,131.6
2025-01-07,1442186,LOSS,-1.0,8.6,101.2
2025-01-07,1442259,LOSS,-1.0,4.5,128.9
2025-01-07,1442291,WIN,18.345,2.9,37.9
2025-01-16,1452142,LOSS,-1.0,2.5,108.0
2025-01-16,1452166,LOSS,-1.0,3.3,127.3
2025-01-16,1452174,WIN,2.348,4.6,76.1
2025-02-12,1479472,LOSS,-1.0,6.5,107.7
2025-02-12,1479480,LOSS,-1.0,4.3,109.3
2025-02-12,1479678,LOSS,-1.0,2.9,106.9
2025-02-12,1479707,WIN,6.286,3.5,82.9
2025-02-13,1480860,WIN,10.5,4.2,90.5
2025-02-19,1486584,WIN,2.119,5.9,69.5
2025-02-25,1492329,WIN,3.824,3.4,52.9
2025-02-27,1495383,LOSS,-1.0,3.2,106.2
2025-02-27,1495458,LOSS,-1.0,4.4,150.0
2025-02-27,1495650,WIN,0.0,2.7,51.9
2025-03-06,1502446,WIN,3.23,8.7,52.9
2025-03-18,1513958,LOSS,-1.0,5.5,103.6
2025-03-18,1513982,LOSS,-1.0,2.8,103.6
2025-03-18,1513995,LOSS,-1.0,2.3,147.8
2025-03-18,1514004,LOSS,-1.0,3.0,293.3
2025-03-18,1514021,LOSS,-1.0,4.6,123.9
2025-03-18,1514039,LOSS,-1.0,5.3,117.0
2025-03-18,1514052,LOSS,-1.0,3.2,100.0
2025-03-18,1514067,WIN,18.04,2.5,68.0
2025-03-24,1519714,LOSS,-1.0,3.9,105.1
2025-03-24,1519730,LOSS,-1.0,7.9,120.3
2025-03-24,1519785,WIN,9.282,3.9,41.0
2025-03-26,1522684,LOSS,-1.0,2.9,103.4
2025-03-26,1522687,LOSS,-1.0,2.8,100.0
2025-03-26,1522722,LOSS,-1.0,3.8,105.3
2025-03-26,1522769,WIN,3.086,5.8,34.5
2025-04-07,1533939,LOSS,-1.0,11.8,122.0
2025-04-07,1533988,LOSS,-1.0,23.3,118.5
2025-04-07,1534011,WIN,6.104,18.3,23.0
2025-04-14,1541155,LOSS,-1.0,6.4,109.4
2025-04-14,1541177,LOSS,-1.0,10.6,107.5
2025-04-14,1541184,WIN,6.637,10.2,41.2
2025-04-15,1542570,LOSS,-1.0,17.7,121.5
2025-04-15,1542683,WIN,2.224,19.6,33.2
2025-04-30,1558411,WIN,5.773,6.6,16.7
2025-05-15,1574214,LOSS,-1.0,2.6,138.5
2025-05-15,1574246,WIN,4.753,8.9,61.8
2025-05-16,1575665,LOSS,-1.0,4.2,119.0
2025-05-16,1575681,LOSS,-1.0,3.9,123.1
2025-05-16,1575701,WIN,2.38,7.9,93.7
2025-06-09,1598670,LOSS,-1.0,5.6,117.9
2025-06-09,1598776,LOSS,-1.0,2.5,108.0
2025-06-09,1598811,WIN,19.818,2.2,90.9
2025-06-17,1607255,LOSS,-1.0,4.3,134.9
2025-06-17,1607276,LOSS,-1.0,3.5,157.1
2025-06-17,1607534,LOSS,-1.0,3.5,114.3
2025-06-17,1607548,LOSS,-1.0,3.2,118.7
2025-06-17,1607610,LOSS,-1.0,1.7,105.9
2025-06-17,1607622,WIN,1.644,10.4,96.2
2025-06-23,1612981,LOSS,-1.0,3.9,146.2
2025-06-23,1613038,WIN,4.078,7.7,46.8
2025-07-15,1635976,LOSS,-1.0,3.6,125.0
2025-07-15,1636062,WIN,7.364,3.3,69.7
2025-07-16,1637397,LOSS,-1.0,1.6,250.0
2025-07-16,1637405,LOSS,-1.0,2.7,100.0
2025-07-16,1637421,LOSS,-1.0,3.9,100.0
2025-07-16,1637431,LOSS,-1.0,3.7,137.8
2025-07-16,1637446,LOSS,-1.0,4.1,109.8
2025-07-16,1637460,WIN,6.788,3.3,87.9
2025-07-25,1647499,WIN,6.588,3.4,91.2
2025-07-31,1653215,LOSS,-1.0,5.7,119.3
2025-07-31,1653233,LOSS,-1.0,2.4,104.2
2025-07-31,1653248,LOSS,-1.0,1.7,158.8
2025-07-31,1653265,LOSS,-1.0,5.9,101.7
2025-07-31,1653278,WIN,8.389,5.4,40.7
2025-08-01,1654671,LOSS,-1.0,3.1,109.7
2025-08-01,1654687,LOSS,-1.0,2.6,103.8
2025-08-01,1654712,LOSS,-1.0,1.2,183.3
2025-08-01,1654715,WIN,5.341,4.1,90.2
2025-08-07,1660395,LOSS,-1.0,2.0,115.0
2025-08-07,1660430,LOSS,-1.0,2.9,124.1
2025-08-07,1660451,LOSS,-1.0,3.0,130.0
2025-08-07,1660484,LOSS,-1.0,3.7,151.4
2025-08-07,1660513,LOSS,-1.0,2.4,100.0
2025-08-07,1660520,WIN,5.569,6.5,90.8
2025-08-25,1677630,LOSS,-1.0,3.1,112.9
2025-08-25,1677653,WIN,3.638,5.8,56.9
2025-08-29,1683508,WIN,5.2,5.5,52.7
2025-09-03,1687669,WIN,3.78,4.1,43.9
2025-09-09,1693415,WIN,0.034,5.9,25.4
2025-09-10,1694832,WIN,4.218,5.5,61.8
2025-10-01,1716338,LOSS,-1.0,3.8,100.0
2025-10-01,1716373,LOSS,-1.0,6.4,128.1
2025-10-01,1716390,LOSS,-1.0,9.5,112.6
2025-10-01,1716402,WIN,5.037,8.1,27.2
2025-10-02,1717767,LOSS,-1.0,3.0,133.3
2025-10-02,1717797,LOSS,-1.0,5.6,107.1
2025-10-02,1717828,LOSS,-1.0,8.1,102.5
2025-10-02,1717835,LOSS,-1.0,2.8,110.7
2025-10-02,1717869,LOSS,-1.0,3.4,102.9
2025-10-02,1717942,LOSS,-1.0,4.1,129.3
2025-10-02,1717955,LOSS,-1.0,1.7,105.9
2025-10-02,1718132,WIN,15.684,1.9,89.5
2025-10-10,1726404,LOSS,-1.0,3.1,138.7
2025-10-10,1726424,LOSS,-1.0,3.2,134.4
2025-10-10,1726440,LOSS,-1.0,5.3,105.7
2025-10-10,1726472,LOSS,-1.0,2.3,156.5
2025-10-10,1726503,LOSS,-1.0,3.7,129.7
